# z  H_LCDM[1/Mpc]  H_GREA[1/Mpc]  H_ratio-1  w_GREA
9.363985947e+02 4.079404451e+00 4.079406127e+00 4.108270031e-07 -5.791911094e-01
9.371543721e+02 4.084694482e+00 4.084696157e+00 4.101818625e-07 -5.792137000e-01
9.379107588e+02 4.089991598e+00 4.089993273e+00 4.095376662e-07 -5.792362959e-01
9.386677554e+02 4.095295808e+00 4.095297483e+00 4.088944130e-07 -5.792588971e-01
9.394253624e+02 4.100607124e+00 4.100608798e+00 4.082521019e-07 -5.792815036e-01
9.401835801e+02 4.105925553e+00 4.105927227e+00 4.076107309e-07 -5.793041154e-01
9.409424091e+02 4.111251108e+00 4.111252781e+00 4.069702995e-07 -5.793267325e-01
9.417018500e+02 4.116583796e+00 4.116585469e+00 4.063308061e-07 -5.793493548e-01
9.424619032e+02 4.121923629e+00 4.121925302e+00 4.056922491e-07 -5.793719823e-01
9.432225691e+02 4.127270617e+00 4.127272289e+00 4.050546276e-07 -5.793946152e-01
9.439838483e+02 4.132624769e+00 4.132626440e+00 4.044179402e-07 -5.794172533e-01
9.447457413e+02 4.137986095e+00 4.137987766e+00 4.037821857e-07 -5.794398966e-01
9.455082486e+02 4.143354605e+00 4.143356275e+00 4.031473628e-07 -5.794625452e-01
9.462713707e+02 4.148730310e+00 4.148731980e+00 4.025134701e-07 -5.794851990e-01
9.470351080e+02 4.154113219e+00 4.154114888e+00 4.018805064e-07 -5.795078581e-01
9.477994611e+02 4.159503342e+00 4.159505011e+00 4.012484704e-07 -5.795305224e-01
9.485644305e+02 4.164900690e+00 4.164902358e+00 4.006173611e-07 -5.795531919e-01
9.493300166e+02 4.170305272e+00 4.170306940e+00 3.999871767e-07 -5.795758666e-01
9.500962199e+02 4.175717099e+00 4.175718767e+00 3.993579163e-07 -5.795985465e-01
9.508630411e+02 4.181136181e+00 4.181137848e+00 3.987295787e-07 -5.796212317e-01
9.516304804e+02 4.186562528e+00 4.186564194e+00 3.981021626e-07 -5.796439220e-01
9.523985385e+02 4.191996149e+00 4.191997816e+00 3.974756666e-07 -5.796666175e-01
9.531672159e+02 4.197437056e+00 4.197438722e+00 3.968500892e-07 -5.796893183e-01
9.539365130e+02 4.202885258e+00 4.202886924e+00 3.962254296e-07 -5.797120242e-01
9.547064303e+02 4.208340766e+00 4.208342431e+00 3.956016863e-07 -5.797347353e-01
9.554769684e+02 4.213803589e+00 4.213805253e+00 3.949788583e-07 -5.797574516e-01
9.562481278e+02 4.219273738e+00 4.219275402e+00 3.943569442e-07 -5.797801730e-01
9.570199089e+02 4.224751224e+00 4.224752887e+00 3.937359423e-07 -5.798028996e-01
9.577923122e+02 4.230236055e+00 4.230237718e+00 3.931158521e-07 -5.798256314e-01
9.585653383e+02 4.235728243e+00 4.235729906e+00 3.924966718e-07 -5.798483683e-01
9.593389876e+02 4.241227799e+00 4.241229461e+00 3.918784006e-07 -5.798711104e-01
9.601132607e+02 4.246734731e+00 4.246736393e+00 3.912610369e-07 -5.798938576e-01
9.608881581e+02 4.252249051e+00 4.252250712e+00 3.906445794e-07 -5.799166100e-01
9.616636802e+02 4.257770768e+00 4.257772429e+00 3.900290273e-07 -5.799393675e-01
9.624398276e+02 4.263299894e+00 4.263301554e+00 3.894143792e-07 -5.799621301e-01
9.632166007e+02 4.268836438e+00 4.268838098e+00 3.888006335e-07 -5.799848978e-01
9.639940001e+02 4.274380411e+00 4.274382071e+00 3.881877890e-07 -5.800076707e-01
9.647720263e+02 4.279931824e+00 4.279933482e+00 3.875758450e-07 -5.800304487e-01
9.655506798e+02 4.285490685e+00 4.285492344e+00 3.869648000e-07 -5.800532318e-01
9.663299611e+02 4.291057007e+00 4.291058665e+00 3.863546527e-07 -5.800760200e-01
9.671098706e+02 4.296630800e+00 4.296632457e+00 3.857454016e-07 -5.800988133e-01
9.678904090e+02 4.302212073e+00 4.302213730e+00 3.851370460e-07 -5.801216116e-01
9.686715767e+02 4.307800837e+00 4.307802493e+00 3.845295842e-07 -5.801444151e-01
9.694533742e+02 4.313397103e+00 4.313398759e+00 3.839230154e-07 -5.801672237e-01
9.702358020e+02 4.319000882e+00 4.319002537e+00 3.833173383e-07 -5.801900373e-01
9.710188606e+02 4.324612183e+00 4.324613838e+00 3.827125512e-07 -5.802128560e-01
9.718025506e+02 4.330231017e+00 4.330232672e+00 3.821086534e-07 -5.802356798e-01
9.725868725e+02 4.335857395e+00 4.335859050e+00 3.815056433e-07 -5.802585086e-01
9.733718267e+02 4.341491328e+00 4.341492982e+00 3.809035201e-07 -5.802813425e-01
9.741574137e+02 4.347132825e+00 4.347134479e+00 3.803022823e-07 -5.803041814e-01
9.749436342e+02 4.352781898e+00 4.352783551e+00 3.797019290e-07 -5.803270254e-01
9.757304885e+02 4.358438557e+00 4.358440210e+00 3.791024585e-07 -5.803498744e-01
9.765179772e+02 4.364102813e+00 4.364104465e+00 3.785038698e-07 -5.803727285e-01
9.773061009e+02 4.369774676e+00 4.369776327e+00 3.779061617e-07 -5.803955875e-01
9.780948600e+02 4.375454157e+00 4.375455807e+00 3.773093331e-07 -5.804184517e-01
9.788842550e+02 4.381141266e+00 4.381142916e+00 3.767133827e-07 -5.804413208e-01
9.796742864e+02 4.386836015e+00 4.386837665e+00 3.761183094e-07 -5.804641949e-01
9.804649549e+02 4.392538413e+00 4.392540063e+00 3.755241116e-07 -5.804870741e-01
9.812562608e+02 4.398248472e+00 4.398250121e+00 3.749307886e-07 -5.805099582e-01
9.820482046e+02 4.403966203e+00 4.403967851e+00 3.743383390e-07 -5.805328474e-01
9.828407870e+02 4.409691615e+00 4.409693263e+00 3.737467615e-07 -5.805557415e-01
9.836340085e+02 4.415424721e+00 4.415426368e+00 3.731560549e-07 -5.805786407e-01
9.844278694e+02 4.421165529e+00 4.421167177e+00 3.725662185e-07 -5.806015448e-01
9.852223704e+02 4.426914053e+00 4.426915699e+00 3.719772503e-07 -5.806244539e-01
9.860175120e+02 4.432670301e+00 4.432671947e+00 3.713891497e-07 -5.806473680e-01
9.868132946e+02 4.438434285e+00 4.438435931e+00 3.708019150e-07 -5.806702870e-01
9.876097189e+02 4.444206016e+00 4.444207662e+00 3.702155458e-07 -5.806932110e-01
9.884067852e+02 4.449985505e+00 4.449987150e+00 3.696300401e-07 -5.807161399e-01
9.892044942e+02 4.455772762e+00 4.455774407e+00 3.690453971e-07 -5.807390738e-01
9.900028464e+02 4.461567799e+00 4.461569443e+00 3.684616159e-07 -5.807620127e-01
9.908018422e+02 4.467370625e+00 4.467372269e+00 3.678786944e-07 -5.807849565e-01
9.916014822e+02 4.473181253e+00 4.473182896e+00 3.672966322e-07 -5.808079052e-01
9.924017669e+02 4.478999693e+00 4.479001336e+00 3.667154282e-07 -5.808308588e-01
9.932026969e+02 4.484825956e+00 4.484827598e+00 3.661350807e-07 -5.808538174e-01
9.940042726e+02 4.490660053e+00 4.490661694e+00 3.655555889e-07 -5.808767809e-01
9.948064946e+02 4.496501994e+00 4.496503635e+00 3.649769511e-07 -5.808997493e-01
9.956093633e+02 4.502351792e+00 4.502353432e+00 3.643991668e-07 -5.809227226e-01
9.964128794e+02 4.508209456e+00 4.508211096e+00 3.638222348e-07 -5.809457009e-01
9.972170433e+02 4.514074998e+00 4.514076638e+00 3.632461532e-07 -5.809686840e-01
9.980218556e+02 4.519948430e+00 4.519950069e+00 3.626709213e-07 -5.809916720e-01
9.988273167e+02 4.525829761e+00 4.525831399e+00 3.620965383e-07 -5.810146649e-01
9.996334273e+02 4.531719003e+00 4.531720641e+00 3.615230024e-07 -5.810376627e-01
1.000440188e+03 4.537616167e+00 4.537617805e+00 3.609503127e-07 -5.810606653e-01
1.001247599e+03 4.543521265e+00 4.543522902e+00 3.603784680e-07 -5.810836729e-01
1.002055661e+03 4.549434306e+00 4.549435943e+00 3.598074672e-07 -5.811066853e-01
1.002864374e+03 4.555355304e+00 4.555356940e+00 3.592373090e-07 -5.811297025e-01
1.003673739e+03 4.561284268e+00 4.561285904e+00 3.586679922e-07 -5.811527246e-01
1.004483757e+03 4.567221209e+00 4.567222845e+00 3.580995163e-07 -5.811757516e-01
1.005294428e+03 4.573166140e+00 4.573167775e+00 3.575318792e-07 -5.811987834e-01
1.006105753e+03 4.579119070e+00 4.579120705e+00 3.569650804e-07 -5.812218201e-01
1.006917732e+03 4.585080012e+00 4.585081647e+00 3.563991184e-07 -5.812448615e-01
1.007730365e+03 4.591048977e+00 4.591050611e+00 3.558339920e-07 -5.812679078e-01
1.008543654e+03 4.597025975e+00 4.597027609e+00 3.552697008e-07 -5.812909590e-01
1.009357598e+03 4.603011019e+00 4.603012651e+00 3.547062426e-07 -5.813140149e-01
1.010172199e+03 4.609004119e+00 4.609005751e+00 3.541436167e-07 -5.813370757e-01
1.010987456e+03 4.615005286e+00 4.615006918e+00 3.535818220e-07 -5.813601413e-01
1.011803371e+03 4.621014532e+00 4.621016164e+00 3.530208574e-07 -5.813832116e-01
1.012619943e+03 4.627031869e+00 4.627033500e+00 3.524607219e-07 -5.814062868e-01
1.013437174e+03 4.633057307e+00 4.633058937e+00 3.519014136e-07 -5.814293668e-01
1.014255064e+03 4.639090858e+00 4.639092488e+00 3.513429325e-07 -5.814524515e-01
1.015073613e+03 4.645132534e+00 4.645134163e+00 3.507852764e-07 -5.814755410e-01
1.015892822e+03 4.651182345e+00 4.651183974e+00 3.502284447e-07 -5.814986353e-01
1.016712692e+03 4.657240303e+00 4.657241932e+00 3.496724366e-07 -5.815217344e-01
1.017533223e+03 4.663306420e+00 4.663308048e+00 3.491172500e-07 -5.815448382e-01
1.018354415e+03 4.669380707e+00 4.669382335e+00 3.485628846e-07 -5.815679468e-01
1.019176269e+03 4.675463176e+00 4.675464803e+00 3.480093389e-07 -5.815910602e-01
1.019998786e+03 4.681553837e+00 4.681555464e+00 3.474566119e-07 -5.816141783e-01
1.020821966e+03 4.687652703e+00 4.687654329e+00 3.469047023e-07 -5.816373011e-01
1.021645810e+03 4.693759785e+00 4.693761411e+00 3.463536093e-07 -5.816604287e-01
1.022470318e+03 4.699875094e+00 4.699876719e+00 3.458033317e-07 -5.816835610e-01
1.023295490e+03 4.705998642e+00 4.706000267e+00 3.452538679e-07 -5.817066981e-01
1.024121328e+03 4.712130441e+00 4.712132065e+00 3.447052175e-07 -5.817298398e-01
1.024947832e+03 4.718270502e+00 4.718272126e+00 3.441573786e-07 -5.817529863e-01
1.025775002e+03 4.724418837e+00 4.724420460e+00 3.436103508e-07 -5.817761375e-01
1.026602839e+03 4.730575457e+00 4.730577080e+00 3.430641329e-07 -5.817992934e-01
1.027431344e+03 4.736740374e+00 4.736741997e+00 3.425187229e-07 -5.818224540e-01
1.028260517e+03 4.742913600e+00 4.742915222e+00 3.419741208e-07 -5.818456193e-01
1.029090358e+03 4.749095146e+00 4.749096767e+00 3.414303249e-07 -5.818687892e-01
1.029920868e+03 4.755285024e+00 4.755286645e+00 3.408873341e-07 -5.818919639e-01
1.030752047e+03 4.761483245e+00 4.761484866e+00 3.403451476e-07 -5.819151432e-01
1.031583897e+03 4.767689822e+00 4.767691442e+00 3.398037640e-07 -5.819383273e-01
1.032416418e+03 4.773904767e+00 4.773906386e+00 3.392631822e-07 -5.819615159e-01
1.033249610e+03 4.780128090e+00 4.780129709e+00 3.387234015e-07 -5.819847093e-01
1.034083473e+03 4.786359803e+00 4.786361422e+00 3.381844200e-07 -5.820079073e-01
1.034918009e+03 4.792599919e+00 4.792601537e+00 3.376462374e-07 -5.820311099e-01
1.035753218e+03 4.798848449e+00 4.798850067e+00 3.371088522e-07 -5.820543172e-01
1.036589100e+03 4.805105406e+00 4.805107023e+00 3.365722634e-07 -5.820775292e-01
1.037425656e+03 4.811370800e+00 4.811372417e+00 3.360364700e-07 -5.821007457e-01
1.038262886e+03 4.817644644e+00 4.817646260e+00 3.355014704e-07 -5.821239669e-01
1.039100792e+03 4.823926949e+00 4.823928565e+00 3.349672641e-07 -5.821471928e-01
1.039939373e+03 4.830217728e+00 4.830219343e+00 3.344338499e-07 -5.821704232e-01
1.040778630e+03 4.836516992e+00 4.836518607e+00 3.339012264e-07 -5.821936583e-01
1.041618563e+03 4.842824753e+00 4.842826368e+00 3.333693928e-07 -5.822168980e-01
1.042459174e+03 4.849141024e+00 4.849142638e+00 3.328383478e-07 -5.822401422e-01
1.043300463e+03 4.855465816e+00 4.855467430e+00 3.323080904e-07 -5.822633911e-01
1.044142430e+03 4.861799141e+00 4.861800754e+00 3.317786195e-07 -5.822866446e-01
1.044985076e+03 4.868141011e+00 4.868142624e+00 3.312499341e-07 -5.823099026e-01
1.045828401e+03 4.874491439e+00 4.874493051e+00 3.307220331e-07 -5.823331652e-01
1.046672406e+03 4.880850435e+00 4.880852047e+00 3.301949152e-07 -5.823564324e-01
1.047517092e+03 4.887218013e+00 4.887219624e+00 3.296685798e-07 -5.823797042e-01
1.048362459e+03 4.893594184e+00 4.893595795e+00 3.291430251e-07 -5.824029805e-01
1.049208507e+03 4.899978961e+00 4.899980571e+00 3.286182508e-07 -5.824262614e-01
1.050055237e+03 4.906372355e+00 4.906373964e+00 3.280942553e-07 -5.824495469e-01
1.050902650e+03 4.912774378e+00 4.912775987e+00 3.275710376e-07 -5.824728369e-01
1.051750747e+03 4.919185043e+00 4.919186652e+00 3.270485969e-07 -5.824961314e-01
1.052599527e+03 4.925604362e+00 4.925605971e+00 3.265269317e-07 -5.825194305e-01
1.053448991e+03 4.932032347e+00 4.932033955e+00 3.260060413e-07 -5.825427341e-01
1.054299140e+03 4.938469011e+00 4.938470618e+00 3.254859244e-07 -5.825660423e-01
1.055149975e+03 4.944914364e+00 4.944915971e+00 3.249665799e-07 -5.825893549e-01
1.056001496e+03 4.951368421e+00 4.951370027e+00 3.244480071e-07 -5.826126721e-01
1.056853703e+03 4.957831192e+00 4.957832798e+00 3.239302044e-07 -5.826359938e-01
1.057706597e+03 4.964302691e+00 4.964304296e+00 3.234131711e-07 -5.826593200e-01
1.058560179e+03 4.970782928e+00 4.970784533e+00 3.228969061e-07 -5.826826507e-01
1.059414449e+03 4.977271918e+00 4.977273523e+00 3.223814080e-07 -5.827059859e-01
1.060269408e+03 4.983769672e+00 4.983771276e+00 3.218666764e-07 -5.827293255e-01
1.061125057e+03 4.990276202e+00 4.990277805e+00 3.213527098e-07 -5.827526697e-01
1.061981395e+03 4.996791520e+00 4.996793123e+00 3.208395070e-07 -5.827760183e-01
1.062838423e+03 5.003315640e+00 5.003317243e+00 3.203270673e-07 -5.827993714e-01
1.063696143e+03 5.009848573e+00 5.009850175e+00 3.198153895e-07 -5.828227290e-01
1.064554554e+03 5.016390332e+00 5.016391934e+00 3.193044726e-07 -5.828460910e-01
1.065413657e+03 5.022940929e+00 5.022942531e+00 3.187943152e-07 -5.828694575e-01
1.066273453e+03 5.029500377e+00 5.029501978e+00 3.182849166e-07 -5.828928284e-01
1.067133942e+03 5.036068689e+00 5.036070289e+00 3.177762762e-07 -5.829162038e-01
1.067995124e+03 5.042645876e+00 5.042647475e+00 3.172683918e-07 -5.829395836e-01
1.068857001e+03 5.049231951e+00 5.049233550e+00 3.167612630e-07 -5.829629679e-01
1.069719573e+03 5.055826926e+00 5.055828525e+00 3.162548889e-07 -5.829863566e-01
1.070582841e+03 5.062430815e+00 5.062432414e+00 3.157492683e-07 -5.830097497e-01
1.071446804e+03 5.069043630e+00 5.069045228e+00 3.152444001e-07 -5.830331472e-01
1.072311464e+03 5.075665383e+00 5.075666980e+00 3.147402836e-07 -5.830565491e-01
1.073176821e+03 5.082296087e+00 5.082297684e+00 3.142369169e-07 -5.830799555e-01
1.074042876e+03 5.088935754e+00 5.088937350e+00 3.137342999e-07 -5.831033662e-01
1.074909629e+03 5.095584397e+00 5.095585993e+00 3.132324311e-07 -5.831267813e-01
1.075777081e+03 5.102242030e+00 5.102243625e+00 3.127313095e-07 -5.831502009e-01
1.076645232e+03 5.108908663e+00 5.108910258e+00 3.122309342e-07 -5.831736248e-01
1.077514084e+03 5.115584311e+00 5.115585906e+00 3.117313041e-07 -5.831970531e-01
1.078383635e+03 5.122268985e+00 5.122270580e+00 3.112324181e-07 -5.832204857e-01
1.079253888e+03 5.128962700e+00 5.128964293e+00 3.107342752e-07 -5.832439227e-01
1.080124843e+03 5.135665466e+00 5.135667059e+00 3.102368744e-07 -5.832673641e-01
1.080996499e+03 5.142377297e+00 5.142378890e+00 3.097402146e-07 -5.832908099e-01
1.081868859e+03 5.149098206e+00 5.149099799e+00 3.092442951e-07 -5.833142600e-01
1.082741921e+03 5.155828206e+00 5.155829798e+00 3.087491143e-07 -5.833377144e-01
1.083615688e+03 5.162567309e+00 5.162568901e+00 3.082546713e-07 -5.833611732e-01
1.084490159e+03 5.169315529e+00 5.169317119e+00 3.077609656e-07 -5.833846363e-01
1.085365336e+03 5.176072877e+00 5.176074467e+00 3.072679957e-07 -5.834081037e-01
1.086241217e+03 5.182839367e+00 5.182840957e+00 3.067757608e-07 -5.834315755e-01
1.087117805e+03 5.189615012e+00 5.189616602e+00 3.062842597e-07 -5.834550516e-01
1.087995100e+03 5.196399825e+00 5.196401414e+00 3.057934914e-07 -5.834785320e-01
1.088873102e+03 5.203193819e+00 5.203195407e+00 3.053034550e-07 -5.835020167e-01
1.089751812e+03 5.209997006e+00 5.209998594e+00 3.048141497e-07 -5.835255057e-01
1.090631230e+03 5.216809399e+00 5.216810987e+00 3.043255739e-07 -5.835489990e-01
1.091511358e+03 5.223631013e+00 5.223632600e+00 3.038377272e-07 -5.835724966e-01
1.092392195e+03 5.230461858e+00 5.230463445e+00 3.033506082e-07 -5.835959984e-01
1.093273742e+03 5.237301950e+00 5.237303536e+00 3.028642159e-07 -5.836195046e-01
1.094156000e+03 5.244151299e+00 5.244152885e+00 3.023785493e-07 -5.836430150e-01
1.095038969e+03 5.251009921e+00 5.251011506e+00 3.018936074e-07 -5.836665297e-01
1.095922651e+03 5.257877827e+00 5.257879412e+00 3.014093897e-07 -5.836900486e-01
1.096807044e+03 5.264755031e+00 5.264756615e+00 3.009258944e-07 -5.837135718e-01
1.097692151e+03 5.271641546e+00 5.271643130e+00 3.004431213e-07 -5.837370993e-01
1.098577971e+03 5.278537385e+00 5.278538969e+00 2.999610684e-07 -5.837606310e-01
1.099464506e+03 5.285442561e+00 5.285444144e+00 2.994797355e-07 -5.837841669e-01
1.100351755e+03 5.292357088e+00 5.292358671e+00 2.989991215e-07 -5.838077071e-01
1.101239720e+03 5.299280978e+00 5.299282560e+00 2.985192251e-07 -5.838312515e-01
1.102128400e+03 5.306214246e+00 5.306215827e+00 2.980400453e-07 -5.838548002e-01
1.103017797e+03 5.313156903e+00 5.313158484e+00 2.975615816e-07 -5.838783530e-01
1.103907911e+03 5.320108963e+00 5.320110544e+00 2.970838326e-07 -5.839019101e-01
1.104798743e+03 5.327070440e+00 5.327072020e+00 2.966067973e-07 -5.839254713e-01
1.105690293e+03 5.334041347e+00 5.334042926e+00 2.961304748e-07 -5.839490368e-01
1.106582562e+03 5.341021697e+00 5.341023276e+00 2.956548641e-07 -5.839726064e-01
1.107475550e+03 5.348011503e+00 5.348013082e+00 2.951799645e-07 -5.839961803e-01
1.108369258e+03 5.355010780e+00 5.355012358e+00 2.947057742e-07 -5.840197583e-01
1.109263687e+03 5.362019539e+00 5.362021117e+00 2.942322930e-07 -5.840433405e-01
1.110158837e+03 5.369037795e+00 5.369039372e+00 2.937595198e-07 -5.840669269e-01
1.111054708e+03 5.376065561e+00 5.376067138e+00 2.932874532e-07 -5.840905175e-01
1.111951302e+03 5.383102851e+00 5.383104427e+00 2.928160925e-07 -5.841141122e-01
1.112848619e+03 5.390149677e+00 5.390151253e+00 2.923454367e-07 -5.841377110e-01
1.113746659e+03 5.397206054e+00 5.397207629e+00 2.918754851e-07 -5.841613141e-01
1.114645423e+03 5.404271995e+00 5.404273570e+00 2.914062363e-07 -5.841849212e-01
1.115544912e+03 5.411347513e+00 5.411349087e+00 2.909376893e-07 -5.842085325e-01
1.116445126e+03 5.418432622e+00 5.418434196e+00 2.904698435e-07 -5.842321480e-01
1.117346066e+03 5.425527335e+00 5.425528908e+00 2.900026976e-07 -5.842557675e-01
1.118247732e+03 5.432631666e+00 5.432633239e+00 2.895362505e-07 -5.842793912e-01
1.119150126e+03 5.439745629e+00 5.439747201e+00 2.890705020e-07 -5.843030190e-01
1.120053246e+03 5.446869237e+00 5.446870809e+00 2.886054504e-07 -5.843266509e-01
1.120957095e+03 5.454002504e+00 5.454004075e+00 2.881410948e-07 -5.843502869e-01
1.121861673e+03 5.461145443e+00 5.461147014e+00 2.876774343e-07 -5.843739271e-01
1.122766980e+03 5.468298069e+00 5.468299639e+00 2.872144682e-07 -5.843975713e-01
1.123673017e+03 5.475460394e+00 5.475461964e+00 2.867521951e-07 -5.844212196e-01
1.124579784e+03 5.482632432e+00 5.482634002e+00 2.862906145e-07 -5.844448719e-01
1.125487283e+03 5.489814198e+00 5.489815768e+00 2.858297250e-07 -5.844685284e-01
1.126395513e+03 5.497005705e+00 5.497007274e+00 2.853695258e-07 -5.844921889e-01
1.127304475e+03 5.504206967e+00 5.504208535e+00 2.849100162e-07 -5.845158535e-01
1.128214170e+03 5.511417998e+00 5.511419565e+00 2.844511948e-07 -5.845395222e-01
1.129124599e+03 5.518638810e+00 5.518640378e+00 2.839930611e-07 -5.845631949e-01
1.130035762e+03 5.525869419e+00 5.525870986e+00 2.835356137e-07 -5.845868717e-01
1.130947659e+03 5.533109838e+00 5.533111404e+00 2.830788519e-07 -5.846105525e-01
1.131860292e+03 5.540360081e+00 5.540361647e+00 2.826227747e-07 -5.846342373e-01
1.132773660e+03 5.547620162e+00 5.547621727e+00 2.821673812e-07 -5.846579262e-01
1.133687765e+03 5.554890094e+00 5.554891659e+00 2.817126703e-07 -5.846816191e-01
1.134602606e+03 5.562169892e+00 5.562171456e+00 2.812586410e-07 -5.847053160e-01
1.135518186e+03 5.569459570e+00 5.569461134e+00 2.808052926e-07 -5.847290169e-01
1.136434503e+03 5.576759141e+00 5.576760704e+00 2.803526240e-07 -5.847527219e-01
1.137351560e+03 5.584068620e+00 5.584070183e+00 2.799006344e-07 -5.847764308e-01
1.138269355e+03 5.591388020e+00 5.591389583e+00 2.794493226e-07 -5.848001438e-01
1.139187891e+03 5.598717356e+00 5.598718918e+00 2.789986879e-07 -5.848238607e-01
1.140107167e+03 5.606056642e+00 5.606058203e+00 2.785487292e-07 -5.848475816e-01
1.141027185e+03 5.613405891e+00 5.613407452e+00 2.780994455e-07 -5.848713065e-01
1.141947944e+03 5.620765119e+00 5.620766679e+00 2.776508361e-07 -5.848950354e-01
1.142869445e+03 5.628134338e+00 5.628135898e+00 2.772029000e-07 -5.849187682e-01
1.143791690e+03 5.635513563e+00 5.635515123e+00 2.767556360e-07 -5.849425051e-01
1.144714678e+03 5.642902809e+00 5.642904368e+00 2.763090434e-07 -5.849662458e-01
1.145638410e+03 5.650302089e+00 5.650303648e+00 2.758631212e-07 -5.849899906e-01
1.146562887e+03 5.657711418e+00 5.657712976e+00 2.754178685e-07 -5.850137392e-01
1.147488109e+03 5.665130810e+00 5.665132367e+00 2.749732844e-07 -5.850374918e-01
